bidNtceNo,bidNtceOrd,bidClsfcNo,rbidNo,ntceDivCd,bidNtceNm,prtcptCnum,bidwinnrNm,bidwinnrBizno,bidwinnrCeoNm,bidwinnrAdrs,bidwinnrTelNo,sucsfbidAmt,sucsfbidRate,rlOpengDt,dminsttCd,dminsttNm,rgstDt,fnlSucsfDate,fnlSucsfCorpOfcl
20220927018,000,0,000,통050001,유천동 469번지 일원 상수도 점검구 설치공사,196,주식회사 엔씨,3798701231,김동철,"대전광역시 유성구 덕명서로2번길 38, 3층(덕명동, 남영빌딩))",042-823-1015,151247200,87.747,2022-10-05 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2022-10-11 16:30:10,2022-10-11,
20221021607,000,0,000,통050001,대전보성초 교문설치 및 기타공사,125,건국건설 주식회사,3148139155,이동진,"대전광역시 중구 계백로 1719, 20층 1호 중 2011호 (오류동, 센트리아오피스텔))",042-523-2664,182300000,87.801,2022-10-25 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2022-10-28 16:23:21,2022-10-28,
20221006286,000,0,000,통050001,정림동 125번지 일원 노후관 개량공사,186,황소건설(주),3148149503,박건수,대전광역시 유성구 계백로 139 (),042-825-6667,198979000,88.601,2022-10-14 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2022-10-25 08:31:53,2022-10-25,
20221020222,001,0,000,통050001,2022년도 유성구 관내 상수도 연간단가 계약공사(추가분),193,도우건설 주식회사,3028103014,김종배,"대전광역시 유성구 온천북로 73-0 (봉명동, 투유1) 2층 204호",042-825-4407,133887902,87.993,2022-10-25 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-10-27 16:22:49,2022-10-27,
20221030258,000,0,000,통050001,DD47블록(문평) 제수밸브 및 점검구 설치공사,192,도우건설 주식회사,3028103014,김종배,"대전광역시 유성구 온천북로 73-0 (봉명동, 투유1) 2층 204호",042-825-4407,190611627,87.768,2022-11-01 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2022-11-07 09:07:45,2022-11-07,
20221015953,000,0,000,통050001,2022년도 중구 관내 2구역 상수도 연간단가 계약공사(추가분),193,주식회사 대양환경건설산업,6128601183,강대양,대전광역시 유성구 복용남로 67-10 (복용동),042-672-4985,87475890,87.748,2022-10-21 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2022-10-27 08:31:31,2022-10-27,
20221004686,000,0,001,통050001,대전천서로 일원 외 1개소 상수도 관세척공사,2,주식회사 와텍,1298196918,이규환,"대전광역시 대덕구 대화로 120, 508호 내지 512호",042-483-2563,116033960,87.935,2022-10-13 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2022-10-20 16:35:08,2022-10-20,
20221004657,000,0,001,통050001,D61블록(가오동 339-1번지 일원) 제수밸브 및 점검구 설치공사,144,주식회사 신우제이건설,6108140190,정기영,"대전광역시 동구 한남로7번길 64,베스트빌 1층",042-639-7923,190332242,87.761,2022-10-13 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-10-19 09:42:05,2022-10-19,
20220928236,001,0,000,통050001,KAIST 서측지역 관리동 증축공사(건축),292,(주)케이지종합건설,3148157226,백봉주,"대전광역시 대덕구 계족산로36번길 33, 203호 (중리동, 케이지빌딩)",042-488-0486,233633467,87.745,2022-10-07 11:00:00,B350021,한국과학기술원,2022-10-13 17:51:42,2022-10-13,
20221030615,000,0,000,통050001,연구2동 옥외 우수관로 정비공사,166,(주)삼양건설환경연구소,3148164111,이의환,"대전광역시 서구 가수원로 39, 5층 (가수원동,삼양빌딩)",042-533-6270,80607800,87.746,2022-11-01 15:00:00,B350011,한국기계연구원,2022-11-11 10:02:08,2022-11-11,
20221006151,000,0,000,통050001,정림동 13-19번지 일원 노후관 개량공사,196,(주)명보이엔지,5128110747,이중연,"대전광역시 서구 갈마로 329, 3층 302호(가장동, 주화빌딩)",042-822-6891,168521160,87.753,2022-10-14 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2022-10-25 08:31:30,2022-10-25,
20221030291,000,0,000,통050001,대전천서로(인창교~보문교) 일원 노후관 개량공사,186,주식회사 태양건설산업,2958701006,허미화,"대전광역시 유성구 테크노4로 17,3층 디311호(관평동,비즈센터)",042-626-7451,171313570,87.757,2022-11-01 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2022-11-04 11:17:05,2022-11-04,
20221033319,000,0,000,통050001,산서초 외부환경개선공사,132,(주)태준이앤씨,7098800935,김광휘,경상남도 사천시 서향안길 10-29 (향촌동) 2층,070-4848-4050,292143263,87.792,2022-11-02 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2022-11-03 11:35:18,2022-11-03,
20220928161,000,0,000,통050001,대성동 삼익아파트 후면도로 개설공사,149,더본건설주식회사,8018600955,김재호,"경상남도 함안군 칠원읍 오곡로 48, 201호",055-800-7088,298740026,87.753,2022-10-05 11:00:00,3640000,대전광역시 동구,2022-10-11 09:21:01,2022-10-11,
20221030270,000,0,000,통050001,DD47블록(신일) 제수밸브 및 점검구 설치공사,192,주식회사 대광산업개발,6068648562,유아라,대전광역시 서구 신갈마로155번길 23-0 (갈마동),042-631-7703,178638260,87.757,2022-11-01 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2022-11-04 11:20:27,2022-11-04,
20221024156,000,0,000,통050001,대전괴정중 운동장 재조성공사,147,(주)디엔건설,3148193620,김영국,"대전광역시 대덕구 대전로 1372 (읍내동), 3층 디엔건설",042-471-9280,348745000,87.745,2022-10-28 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2022-10-31 17:18:12,2022-10-31,
20221006273,000,0,000,통050001,동구 옥천로 일원 외 2개소 상수도 관세척 공사,2,주식회사 와텍,1298196918,이규환,"대전광역시 대덕구 대화로 120, 508호 내지 512호",042-483-2563,76348160,87.924,2022-10-14 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2022-10-20 16:21:51,2022-10-20,
20220926979,000,0,000,통050001,Y14블록(전민동 337-9번지 일원) 제수밸브 및 점검구 설치공사,195,주식회사 해인물산,3148143912,민병집,"대전광역시 서구 도산로 185, 5층 (변동)",042-533-6586,144823100,87.826,2022-10-05 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-10-13 10:52:38,2022-10-13,
20221009858,000,0,000,통050001,"D02, D25블록 상수도 점검구 설치공사",184,용이건설(주),3148169339,이정규,대전광역시 서구 괴정로 200-6 (),042-528-4004,185349200,87.756,2022-10-18 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-10-20 08:45:11,2022-10-20,
20221006134,000,0,000,통050001,산직동 350번지 일원 외 1개소 배수관 신설공사,193,주식회사 벽두건설,5138151514,서인희,대전광역시 동구 한밭대로1237번길 8-5 (용전동)102,042-621-5331,89274790,87.747,2022-10-14 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2022-10-21 14:54:02,2022-10-21,
20221036147,000,0,000,통050001,보문3구역 소로3-대사33호선 도로개설공사,76,세복종합건설(합자),3088102236,전일표,"대전광역시 서구 갈마중로8번길 37, 302호(갈마동)",042-537-4011,33924000,87.989,2022-11-04 11:00:00,3650000,대전광역시 중구,2022-11-07 10:09:12,2022-11-07,
20221030605,000,0,000,통050001,대전신평초 교문설치 및 기타공사,118,주식회사 태경건설,3148124730,김진복,대전광역시 서구 관저동로 64-75 (),042-544-0020,128332000,87.769,2022-11-02 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2022-11-03 11:35:52,2022-11-03,
20221112323,000,0,000,통050001,법동 37번지 외 1개소 농업생산기반시설 정비공사,123,주식회사 케이알멤버스,3148195327,김선기,"대전광역시 유성구 온천로 59 (봉명동, 동아벤처타워)1003호",042-671-1160,21092300,87.745,2022-11-15 11:00:00,3680000,대전광역시 대덕구,2022-11-15 13:42:29,2022-11-15,
20221140902,000,0,000,통050001,2023년도 유성구 관내 제1구역 상수도 연간단가 계약공사,171,(자)만아건설,3058121840,박희정,대전광역시 서구 변동로 66-0 (변동),042-536-2010,735579570,88.535,2022-12-06 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-12-09 08:05:27,2022-12-09,
20221136553,000,0,000,통050001,2023년도 동구 관내 제4구역 상수도 연간단가 계약공사,175,채운건설 주식회사,4088145438,이장희,"대전광역시 중구 보문로 111, 3층(부사동)",042-282-0605,559919300,88.467,2022-12-02 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-12-09 08:04:59,2022-12-09,
20221034126,000,0,000,통050001,대전관평초 다목적강당 인근 외부환경개선공사,149,공간종합건설(주),3148126757,황병연,"대전광역시 서구 제비네1길 4, 4층(도마동,공간프라임빌딩)",042-623-6700,403730800,88.531,2022-11-08 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2022-11-14 14:28:21,2022-11-14,
20221116804,000,0,000,통050001,대전전민중 다목적강당 주변 외부환경개선공사,161,(주)드림시온,3058198596,김종호,대전광역시 동구 가양로 117 (),042-623-1914,396806700,88.402,2022-11-23 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2022-11-28 17:33:27,2022-11-28,
20221129650,000,0,000,통050001,2023년도 서구 관내 제4구역 상수도 연간단가 계약공사,175,주식회사 서영건설,4288700403,김영학,대전광역시 동구 산내로1287번길 81-9 (낭월동),070-4141-1627,551097000,88.429,2022-11-29 11:00:00,6300000,대전광역시,2022-12-09 08:01:44,2022-12-09,
20221136511,000,0,000,통050001,2023년도 동구 관내 제2구역 상수도 연간단가 계약공사,177,상천건설(주),3148140384,상병찬,대전광역시 중구 목척1길 21-0 (은행동),042-824-7671,518305290,88.476,2022-12-02 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-12-09 08:03:43,2022-12-09,
20221140965,000,0,000,통050001,2023년도 유성구 관내 제3구역 상수도 연간단가 계약공사,171,주식회사 대광산업개발,6068648562,유아라,대전광역시 서구 신갈마로155번길 23-0 (갈마동),042-631-7703,741866200,88.491,2022-12-06 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-12-09 08:06:17,2022-12-09,
20221140937,000,0,000,통050001,2023년도 유성구 관내 제2구역 상수도 연간단가 계약공사,171,대송제이건설(주),6288802032,박미형,대전광역시 서구 복수남로 56-0 (복수동) 3층 302호,042-342-5337,740541496,88.482,2022-12-06 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-12-15 15:14:55,2022-12-15,
20221110559,000,0,000,통050001,대전지족중 진입로 개설공사,144,씨케이건설 주식회사,3058161385,최재영,대전광역시 동구 용운로 89 (용운동),042-286-1204,155265700,87.78,2022-11-15 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2022-11-15 15:46:23,2022-11-15,
20221129697,000,0,000,통050001,2023년도 서구 관내 제3구역 상수도 연간단가 계약공사,175,주식회사 다온건설이엔지,6478600685,이동규,"대전광역시 서구 계룡로509번길 7-0 (탄방동, 시티빌1)205호",042-471-2390,606890200,88.409,2022-11-29 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2022-12-09 08:02:22,2022-12-09,
20221030258,000,0,000,통050001,DD47블록(문평) 제수밸브 및 점검구 설치공사,192,도우건설 주식회사,3028103014,김종배,"대전광역시 유성구 온천북로 73-0 (봉명동, 투유1) 2층 204호",042-825-4407,190611627,87.768,2022-11-01 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2022-11-07 09:07:45,2022-11-07,
20221129619,000,0,000,통050001,2023년도 서구 관내 제5구역 상수도 연간단가 계약공사,175,우령건설주식회사,3148172061,김민용,대전광역시 유성구 왕가봉로2번길 51 (),042-476-8835,543347000,88.436,2022-11-29 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2022-12-09 08:00:52,2022-12-09,
20221142109,000,0,000,통050001,대별동 마을안길 확포장공사,126,한빛건설(주),3058129269,이형우,"대전광역시 서구 월드컵대로484번길 187-27, 201호 (월평동)",042-223-2211,248215600,87.775,2022-12-02 11:00:00,3640000,대전광역시 동구,2022-12-05 19:39:21,2022-12-05,
20221030615,000,0,000,통050001,연구2동 옥외 우수관로 정비공사,166,(주)삼양건설환경연구소,3148164111,이의환,"대전광역시 서구 가수원로 39, 5층 (가수원동,삼양빌딩)",042-533-6270,80607800,87.746,2022-11-01 15:00:00,B350011,한국기계연구원,2022-11-11 10:02:08,2022-11-11,
20221136535,000,0,000,통050001,2023년도 동구 관내 제3구역 상수도 연간단가 계약공사,176,(자)삼정엔지니어링,3148110236,신영국,대전광역시 유성구 갑동로25번길 142-0 (갑동),042-823-7072,566376000,88.451,2022-12-02 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-12-09 08:02:58,2022-12-09,
20221142321,000,0,000,통050001,2022년 하반기 음식물처리시설 저장조 준설공사,32,(유)아리울건설,5038106123,김진희,"대전광역시 서구 둔산대로117번길 44-0 (만년동,엑스포오피스텔) 1017호",042-826-4800,25990000,87.781,2022-12-05 11:00:00,B552519,대전도시공사,2022-12-06 15:41:28,2022-12-06,
20221140990,001,0,000,통050001,2023년도 유성구 관내 제4구역 상수도 연간단가 계약공사,172,주식회사 선경애드,3148607828,권정원,대전광역시 서구 갈마로 149-0 (괴정동),042-533-3220,733787670,88.542,2022-12-06 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-12-09 08:06:44,2022-12-09,
20221123025,000,0,000,통050001,2022년 하수도 연간단가 준설공사(추가),35,민우건설(주),3028113905,김만귀,"대전광역시 유성구 노은서로266번길 61, 계룡리슈빌스카이지하층 비03호 (지족동)",042-535-1338,39213450,87.909,2022-11-22 11:00:00,3650000,대전광역시 중구,2022-11-23 11:15:59,2022-11-23,
20221129719,000,0,000,통050001,2023년도 서구 관내 제2구역 상수도 연간단가 계약공사,176,백암토건(주),3058612410,정해성,"대전광역시 유성구 학하남로99번길 14-19, 1층 (학하동)",042-541-5684,524078514,88.511,2022-11-29 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2022-12-09 08:01:27,2022-12-09,
20221108032,000,0,000,통050001,대전샘머리초 배수로개선공사,214,기술법인아도 주식회사,3148606135,곽한규,"대전광역시 유성구 계룡로 64, 2층 204호 (봉명동, 미성샤르망)",042-826-2818,59990180,87.891,2022-11-11 11:00:00,7451000,대전광역시교육청 대전광역시서부교육지원청,2022-11-11 15:35:07,2022-11-11,
20221030291,000,0,000,통050001,대전천서로(인창교~보문교) 일원 노후관 개량공사,186,주식회사 태양건설산업,2958701006,허미화,"대전광역시 유성구 테크노4로 17,3층 디311호(관평동,비즈센터)",042-626-7451,171313570,87.757,2022-11-01 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2022-11-04 11:17:05,2022-11-04,
20221102179,000,0,000,통050001,복수동 453번지 일원 제수밸브 및 점검구 설치공사,198,주식회사 해인물산,3148143912,민병집,"대전광역시 서구 도산로 185, 5층 (변동)",042-533-6586,176949500,87.749,2022-11-08 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2022-11-16 13:32:01,2022-11-16,
20221033319,000,0,000,통050001,산서초 외부환경개선공사,132,(주)태준이앤씨,7098800935,김광휘,경상남도 사천시 서향안길 10-29 (향촌동) 2층,070-4848-4050,292143263,87.792,2022-11-02 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2022-11-03 11:35:18,2022-11-03,
20221129754,000,0,000,통050001,2023년도 서구 관내 제1구역 상수도 연간단가 계약공사,175,주식회사 선경애드,3148607828,권정원,대전광역시 서구 갈마로 149-0 (괴정동),042-533-3220,666776274,88.51,2022-11-29 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2022-12-09 08:02:04,2022-12-09,
20221102189,000,0,000,통050001,복수동 752번지 일원 제수밸브 및 점검구 설치공사,198,영인이엔씨(주),5778101473,양선근,"대전광역시 유성구 유성대로 518, 5층 505호(복용동)",042-825-9175,167705140,87.76,2022-11-08 11:00:00,6300320,대전광역시 상수도사업본부 서부사업소,2022-11-15 13:21:04,2022-11-15,
20221030270,000,0,000,통050001,DD47블록(신일) 제수밸브 및 점검구 설치공사,192,주식회사 대광산업개발,6068648562,유아라,대전광역시 서구 신갈마로155번길 23-0 (갈마동),042-631-7703,178638260,87.757,2022-11-01 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2022-11-04 11:20:27,2022-11-04,
20221127738,000,0,000,통050001,대화동 267번지 일원 노후관 개량공사,187,다수청(주),3148616462,김응구,대전광역시 중구 보문산로215번길 19-0 (문화동),042-541-4322,83883900,87.751,2022-11-24 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2022-12-02 09:04:38,2022-12-02,
20221036147,000,0,000,통050001,보문3구역 소로3-대사33호선 도로개설공사,76,세복종합건설(합자),3088102236,전일표,"대전광역시 서구 갈마중로8번길 37, 302호(갈마동)",042-537-4011,33924000,87.989,2022-11-04 11:00:00,3650000,대전광역시 중구,2022-11-07 10:09:12,2022-11-07,
20221136495,001,0,000,통050001,2023년도 동구 관내 제1구역 상수도 연간단가 계약공사,177,충암건설 주식회사,1378613062,김홍복,대전광역시 중구 모암로7번길 68-1 (옥계동),042-488-3157,512577400,88.459,2022-12-02 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-12-09 08:03:26,2022-12-09,
20221030605,000,0,000,통050001,대전신평초 교문설치 및 기타공사,118,주식회사 태경건설,3148124730,김진복,대전광역시 서구 관저동로 64-75 (),042-544-0020,128332000,87.769,2022-11-02 11:00:00,7441000,대전광역시교육청 대전광역시동부교육지원청,2022-11-03 11:35:52,2022-11-03,
20221207713,000,0,000,통050001,2023년도 중구 관내 제1구역 상수도 연간단가 계약공사,179,주식회사 대광산업개발,6068648562,유아라,대전광역시 서구 신갈마로155번길 23-0 (갈마동),042-631-7703,475309560,88.433,2022-12-14 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2022-12-20 11:02:41,2022-12-20,
20221207692,000,0,000,통050001,2023년도 공도누수 및 노후밸브 교체 수선공사(연간단가),179,신우건설이엔지 주식회사,6988600460,신현옥,대전광역시 유성구 학산로 5-0 (계산동),042-823-3141,391330250,88.505,2022-12-14 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2022-12-22 08:59:03,2022-12-22,
20221205413,000,0,000,통050001,2023년도 가압구역 누수 수선공사(연간단가),185,인성개발(주),3148180902,소인숙,대전광역시 서구 유등로 353 (변동),042-526-5230,82802584,87.752,2022-12-09 11:00:00,6300114,대전광역시 상수도사업본부 수도시설관리소,2022-12-20 11:02:00,2022-12-20,
20221140902,000,0,000,통050001,2023년도 유성구 관내 제1구역 상수도 연간단가 계약공사,171,(자)만아건설,3058121840,박희정,대전광역시 서구 변동로 66-0 (변동),042-536-2010,735579570,88.535,2022-12-06 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-12-09 08:05:27,2022-12-09,
20221136553,000,0,000,통050001,2023년도 동구 관내 제4구역 상수도 연간단가 계약공사,175,채운건설 주식회사,4088145438,이장희,"대전광역시 중구 보문로 111, 3층(부사동)",042-282-0605,559919300,88.467,2022-12-02 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-12-09 08:04:59,2022-12-09,
20221207694,000,0,000,통050001,2023년도 중구 관내 제4구역 상수도 연간단가 계약공사,178,경진건설(주),3058135548,빈종일,대전광역시 대덕구 한남로137번길 54 (),042-624-0489,556321400,88.449,2022-12-14 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2022-12-20 11:04:42,2022-12-20,
20221136511,000,0,000,통050001,2023년도 동구 관내 제2구역 상수도 연간단가 계약공사,177,상천건설(주),3148140384,상병찬,대전광역시 중구 목척1길 21-0 (은행동),042-824-7671,518305290,88.476,2022-12-02 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-12-09 08:03:43,2022-12-09,
20221140965,000,0,000,통050001,2023년도 유성구 관내 제3구역 상수도 연간단가 계약공사,171,주식회사 대광산업개발,6068648562,유아라,대전광역시 서구 신갈마로155번길 23-0 (갈마동),042-631-7703,741866200,88.491,2022-12-06 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-12-09 08:06:17,2022-12-09,
20221207706,000,0,000,통050001,2023년도 중구 관내 제3구역 상수도 연간단가 계약공사,179,주식회사 신삼양기업사,4168164440,안성호,"경기도 김포시 김포한강8로148번길 125-0 (마산동),1층",***********,460304090,88.439,2022-12-14 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2022-12-22 08:58:46,2022-12-22,
20221201944,000,0,000,통050001,2022년 동절기 하수도 긴급수선공사(연간단가),159,신우건설산업 주식회사,2248147105,백규빈,대전광역시 유성구 학하동로63번길 88-12 (학하동) 1층,042-623-3141,36999930,87.756,2022-12-07 11:00:00,3660000,대전광역시 서구,2022-12-07 11:10:13,2022-12-07,
20221141720,000,0,000,통050001,2023년도 대덕구 관내 제4구역 상수도 연간단가 계약공사,175,유한회사태양건설,4028141905,김성열,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔 1017호 (만년동)",042-826-4800,662004760,88.568,2022-12-09 11:00:00,6300207,대전광역시 건설관리본부,2022-12-15 15:16:12,2022-12-15,
20221140937,000,0,000,통050001,2023년도 유성구 관내 제2구역 상수도 연간단가 계약공사,171,대송제이건설(주),6288802032,박미형,대전광역시 서구 복수남로 56-0 (복수동) 3층 302호,042-342-5337,740541496,88.482,2022-12-06 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-12-15 15:14:55,2022-12-15,
20221219149,000,0,000,통050001,다모아아파트 일원 하수관로 정비공사,169,대운토건주식회사,2328801695,김진욱,"대전광역시 서구 복수남로 31, 204호 (복수동)",042-586-8475,572670000,88.214,2022-12-20 11:00:00,3660000,대전광역시 서구,2022-12-26 16:55:15,2022-12-26,
20221141774,000,0,000,통050001,2023년도 대덕구 관내 제2구역 상수도 연간단가 계약공사,175,주식회사 도길건설,2988101298,이금순,"대전광역시 동구 미래길 76, 1층 102호(소제동)",042-625-2410,674565200,88.431,2022-12-09 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2022-12-20 11:02:24,2022-12-20,
20221214908,001,0,000,통050001,비룡삼거리~비룡1통간 보도설치 및 도로확장공사,149,신도종합건설(주),3148106289,이훈구,대전광역시 중구 동서대로 1231-1 (태평동),042-523-3577,396773000,88.469,2022-12-16 11:00:00,3640000,대전광역시 동구,2022-12-18 14:47:47,2022-12-18,
20221141805,000,0,000,통050001,2023년도 대덕구 관내 제1구역 상수도 연간단가 계약공사,175,주식회사부강건설,3058171428,박종윤,"대전광역시 동구 산내로 469, 2층 (상소동)",042-286-9022,675428000,88.436,2022-12-09 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2022-12-15 15:15:25,2022-12-15,
20221214982,000,0,000,통050001,낭월동 도시재생 뉴딜사업 도시계획도로(중로3-281호선) 개설공사,157,대국종합건설 주식회사,2498601011,오동석,강원특별자치도 원주시 꽃밭머리길 89-0 (행구동),033-744-6411,172621200,87.755,2022-12-14 11:00:00,3640000,대전광역시 동구,2022-12-15 20:04:17,2022-12-15,
20221142109,000,0,000,통050001,대별동 마을안길 확포장공사,126,한빛건설(주),3058129269,이형우,"대전광역시 서구 월드컵대로484번길 187-27, 201호 (월평동)",042-223-2211,248215600,87.775,2022-12-02 11:00:00,3640000,대전광역시 동구,2022-12-05 19:39:21,2022-12-05,
20221136535,000,0,000,통050001,2023년도 동구 관내 제3구역 상수도 연간단가 계약공사,176,(자)삼정엔지니어링,3148110236,신영국,대전광역시 유성구 갑동로25번길 142-0 (갑동),042-823-7072,566376000,88.451,2022-12-02 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-12-09 08:02:58,2022-12-09,
20221207712,000,0,000,통050001,2023년도 중구 관내 제2구역 상수도 연간단가 계약공사,178,(주)대련건설산업,3068129035,천형기,"울산광역시 울주군 온산읍 신온9길 56, 2층 201호",052-237-3387,629917200,88.463,2022-12-14 11:00:00,6300116,대전광역시 상수도사업본부 중부사업소,2022-12-26 13:20:26,2022-12-26,
20221142321,000,0,000,통050001,2022년 하반기 음식물처리시설 저장조 준설공사,32,(유)아리울건설,5038106123,김진희,"대전광역시 서구 둔산대로117번길 44-0 (만년동,엑스포오피스텔) 1017호",042-826-4800,25990000,87.781,2022-12-05 11:00:00,B552519,대전도시공사,2022-12-06 15:41:28,2022-12-06,
20221140990,001,0,000,통050001,2023년도 유성구 관내 제4구역 상수도 연간단가 계약공사,172,주식회사 선경애드,3148607828,권정원,대전광역시 서구 갈마로 149-0 (괴정동),042-533-3220,733787670,88.542,2022-12-06 11:00:00,6300118,대전광역시 상수도사업본부 유성사업소,2022-12-09 08:06:44,2022-12-09,
20221141747,000,0,000,통050001,2023년도 대덕구 관내 제3구역 상수도 연간단가 계약공사,175,영인이엔씨(주),5778101473,양선근,"대전광역시 유성구 유성대로 518, 5층 505호(복용동)",042-825-9175,665419211,88.422,2022-12-09 11:00:00,6300119,대전광역시 상수도사업본부 대덕사업소,2022-12-15 15:15:51,2022-12-15,
20221136495,001,0,000,통050001,2023년도 동구 관내 제1구역 상수도 연간단가 계약공사,177,충암건설 주식회사,1378613062,김홍복,대전광역시 중구 모암로7번길 68-1 (옥계동),042-488-3157,512577400,88.459,2022-12-02 11:00:00,6300318,대전광역시 상수도사업본부 동부사업소,2022-12-09 08:03:26,2022-12-09,
20221214831,000,0,000,통050001,2022년 하수시설물 긴급보수공사 연간단가(추가분),186,(주)원영건설,1378179512,이해선,"대전광역시 중구 선화로22번길 30-0, 5층 (용두동, 미르빌딩)",042-581-1363,123673687,87.752,2022-12-14 11:00:00,3680000,대전광역시 대덕구,2022-12-14 13:59:20,2022-12-14,
20230121598,000,0,000,통050001,2023년 관내1구역 하수도 준설공사(연간단가),35,(주)케이제이산업건설,1238118234,임삼순,울산광역시 울주군 청량읍 화창길 72-0,***********,43990760,87.772,2023-01-31 11:00:00,3640000,대전광역시 동구,2023-02-03 16:30:31,2023-02-03,
20230121632,000,0,001,통050001,2023년 관내2구역 하수도 준설공사(연간단가),29,(주)물꼬건설,3058191593,박은남,"대전광역시 유성구 유성대로736번길 19, 606호(장대동, 넥스투빌)",042-320-9911,43638880,88.196,2023-01-31 11:00:00,3640000,대전광역시 동구,2023-02-03 16:31:12,2023-02-03,
20230117493,000,0,000,통050001,장안지구 수리시설개보수사업 토목공사,115,재현건설산업 주식회사,3148130436,최광현,"대전광역시 동구 동서대로1683번길 15-0 (용전동, 3층)",042-625-5000,3002311000,87.5,2023-02-09 11:00:00,D152528,한국농어촌공사 충남지역본부 세종대전금산지사,2023-02-21 17:39:56,2023-02-21,
20230124568,000,0,000,통050001,2023년 하수도 기계준설공사(연간단가),34,(주)새롬건설,3788801521,손경심,"충청남도 계룡시 엄사면 엄사중앙로 105-1 , 503호",070-4070-0289,88054820,87.759,2023-01-31 11:00:00,3660000,대전광역시 서구,2023-01-31 20:03:57,2023-01-31,
20230119831,000,0,001,통050001,2023년 하수도 준설공사(연간단가),28,유한회사태양건설,4028141905,김성열,"대전광역시 서구 둔산대로117번길 44, 엑스포오피스텔 1017호 (만년동)",042-826-4800,176879400,87.922,2023-01-27 11:00:00,3670000,대전광역시 유성구,2023-01-30 13:44:02,2023-01-30,
20230119598,000,0,000,통050001,2023년 하수도 수선공사(연간단가) 1권역,173,형원건설산업 주식회사,4928701330,김염자,"대전광역시 유성구 온천로 45, 알파동 1830호(봉명동,  유성푸르지오시티)",070-7601-0046,320281100,88.461,2023-01-27 11:00:00,3670000,대전광역시 유성구,2023-02-02 11:38:24,2023-02-02,
